name,memory_size,memory_type,bus_speed,module_sticks,module_capacity,first_word_latency,cas_latency
Kingston HyperX Predator,16.0,3,1866,2,8,10.718,10.0
Mushkin Stealth,16.0,3,1600,4,4,10.0,8.0
Mushkin Stealth,16.0,3,1600,2,8,11.25,9.0
Avexir Core,8.0,3,1600,2,4,11.25,9.0
Corsair Vengeance Pro,16.0,3,2400,2,8,8.333,10.0
Corsair Vengeance Pro,32.0,3,1866,4,8,9.646,9.0
Mushkin Redline,32.0,3,2133,4,8,8.439,9.0
G.Skill Trident X,8.0,3,2800,2,4,8.571,12.0
Crucial Ballistix Sport XT,8.0,3,1600,2,4,11.25,9.0
Crucial Ballistix Sport XT,16.0,3,1866,2,8,10.718,10.0
Crucial Ballistix Sport XT,4.0,3,1600,1,4,11.25,9.0
Mushkin Blackline,16.0,3,2133,2,8,9.376,10.0
ADATA XPG V2,16.0,3,2800,2,8,7.857,11.0
G.Skill Trident X,8.0,3,3000,2,4,8.0,12.0
Mushkin Stealth,16.0,3,2800,4,4,8.571,12.0
Mushkin Stealth,8.0,3,2800,2,4,8.571,12.0
TEAMGROUP Vulcan,8.0,3,1600,2,4,11.25,9.0
TEAMGROUP Xtreem,16.0,3,2666,2,8,8.252,11.0
Wintec AMPX,8.0,3,1600,2,4,11.25,9.0
VisionTek Black Label,4.0,3,1600,1,4,11.25,9.0
VisionTek 900408,8.0,3,1600,2,4,11.25,9.0
Corsair CMSO8GX3M1C1600C11,8.0,3,1600,1,8,11.25,9.0
Patriot Patriot Viper 3 8GB,8.0,3,1600,1,8,12.5,10.0
Avexir Core Series,8.0,3,3000,2,4,8.0,12.0
ADATA XPG V2,8.0,3,3100,2,4,7.742,12.0
Patriot Viper Xtreme,8.0,3,1600,1,8,13.75,11.0
ADATA XPG V1.0,8.0,3,1866,2,4,10.718,10.0
Avexir Core,8.0,3,2400,2,4,8.333,10.0
G.Skill Ripjaws X,4.0,3,1866,1,4,9.646,9.0
G.Skill Sniper,8.0,3,1600,1,8,11.25,9.0
G.Skill Ripjaws Z,64.0,3,2400,8,8,9.167,11.0
G.Skill Ripjaws,8.0,3,1866,1,8,11.79,11.0
G.Skill Aegis,4.0,3,1333,1,4,13.503,9.0
Wintec Value,8.0,3,1333,2,4,16.504,11.0
GeIL EVO POTENZA,8.0,3,2133,2,4,9.376,10.0
Corsair Dominator Platinum,16.0,3,2666,2,8,9.002,12.0
Corsair Vengeance Pro,32.0,3,2666,4,8,9.002,12.0
Corsair Mac Memory,16.0,3,1333,2,8,13.503,9.0
Crucial CT2G3S1067M,2.0,3,1066,1,2,13.133,7.0
Crucial CT2K2G3S1067M,4.0,3,1066,2,2,13.133,7.0
Crucial CT2KIT25664BA1339A,4.0,3,1333,2,2,13.503,9.0
Crucial CT8G3S1339M,8.0,3,1333,1,8,13.503,9.0
G.Skill FA-1600C11D-8GSQ,8.0,3,1600,2,4,13.75,11.0
G.Skill FA-1600C11S-8GSQ,8.0,3,1600,1,8,13.75,11.0
G.Skill FA-8500CL7S-4GBSQ,4.0,3,1066,1,4,13.133,7.0
IBM 00D4955,4.0,3,1600,1,4,13.75,11.0
IBM 00D4959,8.0,3,1600,1,8,13.75,11.0
IBM 00D4968,16.0,3,1600,1,16,13.75,11.0
Mushkin 977020A,16.0,3,1333,2,8,13.503,9.0
Corsair Vengeance Pro,16.0,3,2800,4,4,8.571,12.0
GeIL Green,8.0,3,1333,2,4,13.503,9.0
Corsair Dominator Platinum,64.0,3,2400,8,8,8.333,10.0
Kingston Predator,8.0,3,2800,2,4,8.571,12.0
Patriot Viper 3 Black,16.0,3,1600,2,8,12.5,10.0
Patriot Viper 3 Low Profile Red,16.0,3,1600,2,8,11.25,9.0
Patriot Viper 3 Low Profile Black,16.0,3,2133,2,8,10.314,11.0
Patriot Viper 3 Low Profile Red,32.0,3,1600,4,8,12.5,10.0
Patriot Viper 3 Red,8.0,3,1600,2,4,12.5,10.0
Patriot Viper 3 Low Profile Black,8.0,3,1600,2,4,11.25,9.0
Patriot Viper 3 Low Profile Blue,8.0,3,1866,2,4,10.718,10.0
Patriot Viper 3 Low Profile Blue,8.0,3,1866,2,4,9.646,9.0
Corsair Dominator Platinum,16.0,3,1600,4,4,11.25,9.0
Patriot Signature,2.0,2,800,1,2,15.0,6.0
VisionTek 900471,4.0,2,800,2,2,12.5,5.0
Corsair Vengeance Pro,8.0,3,2133,2,4,7.501,8.0
G.Skill Ripjaws,16.0,3,2133,2,8,10.314,11.0
G.Skill Ripjaws,8.0,3,2133,1,8,10.314,11.0
AMD Radeon R5 Entertainment,16.0,3,1600,2,8,13.75,11.0
AMD Radeon R5 Entertainment,8.0,3,1600,2,4,13.75,11.0
Corsair Dominator Platinum,32.0,3,2400,4,8,9.167,11.0
Crucial CT25664BA1339A,2.0,3,1333,1,2,13.503,9.0
AMD R5 Entertainment,8.0,3,1600,2,4,13.75,11.0
G.Skill Ripjaws,32.0,3,2133,4,8,10.314,11.0
Kingston KHX18C10K4/16,16.0,3,1866,4,4,10.718,10.0
G.Skill Ripjaws,16.0,4,2133,4,4,14.065,15.0
ADATA XPG Z1,32.0,4,2133,4,8,12.189,13.0
Crucial Ballistix Sport,4.0,4,2400,1,4,13.333,16.0
Kingston HyperX Savage,16.0,3,1600,2,8,11.25,9.0
Kingston HyperX Savage,4.0,3,1866,1,4,9.646,9.0
Kingston HyperX Savage,32.0,3,2400,4,8,9.167,11.0
Kingston HyperX Savage,8.0,3,2133,1,8,10.314,11.0
Corsair Dominator Platinum,16.0,3,3000,4,4,8.0,12.0
Crucial CT3K32G3ELSDQ4186D,96.0,3,1866,3,32,13.934,13.0
Kingston HyperX Beast,8.0,3,1866,2,4,9.646,9.0
TEAMGROUP TSD316G1600C11DC-E,16.0,3,1600,2,8,13.75,11.0
TEAMGROUP TSD38192M1333C9-E,8.0,3,1333,1,8,13.503,9.0
Crucial CT4K8G4VFS4213,32.0,4,2133,4,8,14.065,15.0
G.Skill Ripjaws,32.0,3,1600,4,8,13.75,11.0
Mushkin Redline,32.0,3,1866,4,8,9.646,9.0
Mushkin Blackline,8.0,3,2133,2,4,10.314,11.0
TEAMGROUP Dark,8.0,3,1600,1,8,11.25,9.0
ADATA XPG V1.0,16.0,3,2133,2,8,9.376,10.0
Kingston HX421C13PBK4/16,16.0,4,2133,4,4,12.189,13.0
Wintec HMT325U7EFR8A-PB,2.0,3,1600,1,2,13.75,11.0
Wintec HMT42GR7MFR4C-PB,16.0,3,1600,1,16,13.75,11.0
TEAMGROUP Vulcan Gold,16.0,3,2133,2,8,10.314,11.0
Apotop U3A8Gx4-16C9AB,32.0,3,1600,4,8,11.25,9.0
G.Skill Ripjaws 4,16.0,4,2133,4,4,14.065,15.0
G.Skill Ripjaws 4,32.0,4,2133,4,8,14.065,15.0
G.Skill Ripjaws 4,16.0,4,2400,4,4,12.5,15.0
Patriot Extreme Performance,16.0,4,2400,2,8,12.5,15.0
Wintec 3RSH186613R5H-64GQ,64.0,3,1866,4,16,13.934,13.0
Crucial Ballistix Sport,4.0,3,1333,2,2,13.503,9.0
G.Skill Ripjaws 4,16.0,4,2666,4,4,12.003,16.0
TEAMGROUP Elite,32.0,4,2400,4,8,12.5,15.0
TEAMGROUP Elite Plus,4.0,4,2400,1,4,13.333,16.0
Corsair Vengeance LPX,64.0,4,2133,8,8,14.065,15.0
TEAMGROUP Elite,16.0,4,2133,4,4,14.065,15.0
G.Skill Ripjaws 4,32.0,4,2800,4,8,11.429,16.0
G.Skill Ripjaws 4,32.0,4,2400,8,4,12.5,15.0
Patriot PX416G266C5QK,16.0,4,2666,4,4,11.253,15.0
G.Skill Ripjaws 4,32.0,4,2666,4,8,11.253,15.0
G.Skill Ripjaws 4,32.0,4,2800,4,8,10.714,15.0
Crucial CT4K16G4RFD4213,64.0,4,2133,4,16,14.065,15.0
Crucial Ballistix Elite,8.0,4,2666,2,4,12.003,16.0
Crucial Ballistix Elite,16.0,4,2666,4,4,12.003,16.0
Mushkin Redline,32.0,4,2666,4,8,11.253,15.0
Patriot Viper 4,16.0,4,2666,4,4,11.253,15.0
Patriot Viper 4,32.0,4,2400,4,8,12.5,15.0
Mushkin Blackline,32.0,4,2800,4,8,11.429,16.0
Kingston HX321LS11IB2K2/8,8.0,3,2133,1,8,10.314,11.0
Silicon Power SP016GXLYU24ANDA,16.0,3,2400,2,8,9.167,11.0
ADATA AX4U3300W4G16-QGZ,16.0,4,3300,4,4,9.697,16.0
Kingston KVR21N15/8,8.0,4,2133,1,8,14.065,15.0
Klevv Genuine,8.0,3,2800,2,4,8.571,12.0
Klevv Urbane,8.0,3,2400,2,4,9.167,11.0
Klevv Urbane,8.0,3,2800,2,4,8.571,12.0
Klevv CRAS,16.0,4,2133,4,4,14.065,15.0
Crucial CT25672BD160B,2.0,3,1600,1,2,13.75,11.0
Crucial CT2KIT102472BA160B,16.0,3,1600,2,8,13.75,11.0
Kingston KVR667D2D4F5/8GI,8.0,2,667,1,8,14.993,5.0
Kingston KVR16R11D4/8,8.0,3,1600,1,8,13.75,11.0
Kingston KVR16LE11S8/4,4.0,3,1600,1,4,13.75,11.0
Kingston ValueRAM,4.0,3,1066,1,4,13.133,7.0
Kingston KVR1333D3D4R9SK3/24G,24.0,3,1333,3,8,13.503,9.0
Kingston KVR1333D3N9K4/32G,32.0,3,1333,4,8,13.503,9.0
Kingston KVR13R9D4K3/48I,48.0,3,1333,3,16,13.503,9.0
Kingston KVR13R9D8/8,8.0,3,1333,1,8,13.503,9.0
Kingston KVR16E11K4/32I,32.0,3,1600,4,8,13.75,11.0
Mushkin Proline,8.0,3,1866,1,8,13.934,13.0
Avexir Core,16.0,4,2666,4,4,11.253,15.0
Avexir Core,8.0,3,1600,1,8,13.75,11.0
ADATA Premier,16.0,3,1600,2,8,13.75,11.0
Kingston HX430C15PBK4/32,32.0,4,3000,4,8,10.0,15.0
Avexir Blitz1.1,8.0,3,2133,2,4,8.439,9.0
Wintec Server,16.0,3,1600,2,8,13.75,11.0
EVGA Superclocked,8.0,3,1600,2,4,11.25,9.0
EVGA SSC,8.0,3,2400,2,4,9.167,11.0
GeIL Super Luce,16.0,4,3000,4,4,10.667,16.0
GeIL Super Luce,16.0,4,3400,4,4,9.412,16.0
Corsair Vengeance LPX,128.0,4,2400,8,16,12.5,15.0
Patriot Viper,8.0,3,2400,2,4,8.333,10.0
Crucial CT25664BA160BA,2.0,3,1600,1,2,13.75,11.0
G.Skill Ripjaws 4,32.0,4,3000,4,8,10.0,15.0
Mushkin ECO2,8.0,3,1600,2,4,11.25,9.0
G.Skill Ripjaws 4,16.0,4,2800,2,8,11.429,16.0
G.Skill Ripjaws 4,8.0,4,2800,2,4,11.429,16.0
PNY Anarchy,8.0,3,2400,2,4,9.167,11.0
Mushkin Essentials,32.0,4,2133,4,8,14.065,15.0
PNY Anarchy,16.0,3,1866,2,8,10.718,10.0
PNY Anarchy X,16.0,3,2666,2,8,9.002,12.0
PNY Anarchy,8.0,3,1866,2,4,10.718,10.0
Corsair Vengeance Pro,16.0,3,1600,2,8,13.75,11.0
Avexir Blitz1.1,8.0,3,1600,2,4,11.25,9.0
Corsair Dominator Platinum,16.0,4,2666,2,8,11.253,15.0
G.Skill Ripjaws V,32.0,4,2666,4,8,11.253,15.0
G.Skill Ripjaws V,8.0,4,3000,2,4,10.0,15.0
Kingston HyperX Fury,4.0,4,2666,1,4,11.253,15.0
Corsair Vengeance LP,16.0,3,1600,2,8,13.75,11.0
Patriot PSD416G2133K,16.0,4,2133,2,8,14.065,15.0
Patriot PSD48G2133K,8.0,4,2133,2,4,14.065,15.0
ADATA AX4U3300W4G16-DGZ,8.0,4,3300,2,4,9.697,16.0
Corsair Dominator Platinum,8.0,4,2666,2,4,11.253,15.0
Kingston HyperX Fury,4.0,3,1866,1,4,11.79,11.0
Kingston HyperX Fury,8.0,3,1866,1,8,11.79,11.0
Mushkin ECO2,16.0,3,1600,4,4,13.75,11.0
Mushkin ECO2,32.0,3,1600,4,8,13.75,11.0
Mushkin ECO2,16.0,3,1600,2,8,13.75,11.0
G.Skill Trident Z,16.0,4,2800,2,8,10.714,15.0
G.Skill Ripjaws V,16.0,4,2800,4,4,10.714,15.0
Kingston HyperX Savage,8.0,4,2400,1,8,10.0,12.0
Kingston HyperX Savage,8.0,4,2666,2,4,9.752,13.0
Kingston HyperX Savage,16.0,4,2666,4,4,9.752,13.0
Kingston HyperX Savage,16.0,4,2800,2,8,10.0,14.0
Kingston HyperX Savage,8.0,4,3000,2,4,10.0,15.0
G.Skill Trident Z,16.0,4,3200,4,4,10.0,16.0
Patriot Viper 3,8.0,3,2400,2,4,8.333,10.0
Patriot Viper 4,16.0,4,2800,2,8,11.429,16.0
TEAMGROUP Vulcan,8.0,3,1600,1,8,11.25,9.0
Corsair Dominator Platinum,8.0,4,3000,2,4,10.0,15.0
G.Skill Trident Z,32.0,4,3400,4,8,9.412,16.0
Kingston Impact,16.0,4,2133,2,8,12.189,13.0
Kingston KVR21S15S8/4,4.0,4,2133,1,4,14.065,15.0
Panram Ninja-V,16.0,4,2400,2,8,12.5,15.0
Corsair Vengeance LPX,8.0,4,2800,2,4,11.429,16.0
Corsair Vengeance Pro,8.0,3,1866,2,4,11.79,11.0
GeIL Super Luce,32.0,4,2400,2,16,11.667,14.0
Kingston HyperX Savage,32.0,4,2133,4,8,12.189,13.0
Kingston HyperX Savage,32.0,4,2666,4,8,9.752,13.0
Crucial Ballistix Tactical,4.0,4,2666,1,4,12.003,16.0
G.Skill Trident Z,32.0,4,3000,2,16,10.0,15.0
Panram Ninja,16.0,3,1866,2,8,10.718,10.0
Corsair Vengeance Performance,8.0,3,2133,2,4,10.314,11.0
Kingston D51264KL110S,4.0,3,1600,1,4,13.75,11.0
G.Skill Trident Z,16.0,4,3866,4,4,9.312,18.0
G.Skill Trident Z,8.0,4,4200,2,4,9.048,19.0
AMD R5 Entertainment,8.0,3,1600,1,8,13.75,11.0
Avexir Budget,4.0,4,2133,1,4,14.065,15.0
GeIL Dragon RAM Combo,8.0,4,3866,2,4,9.312,18.0
Kingston Savage,32.0,4,2400,2,16,11.667,14.0
Kingston Savage,32.0,4,2666,2,16,11.253,15.0
AMD R7 Performance,4.0,4,2400,1,4,12.5,15.0
Corsair Dominator Platinum,64.0,4,2666,4,16,11.253,15.0
G.Skill Ripjaws,32.0,4,2666,4,8,13.503,18.0
Corsair Dominator Platinum,8.0,4,3466,2,4,10.387,18.0
Corsair Vengeance LPX,8.0,4,3866,2,4,9.312,18.0
Corsair Vengeance LPX,8.0,4,4133,2,4,9.194,19.0
G.Skill Ripjaws,8.0,4,2400,1,8,13.333,16.0
G.Skill Trident Z,32.0,4,3000,4,8,9.333,14.0
G.Skill Ripjaws V,32.0,4,3000,4,8,9.333,14.0
G.Skill Trident Z,64.0,4,3200,4,16,9.375,15.0
GeIL Super Luce,16.0,4,2400,2,8,12.5,15.0
GeIL EVO POTENZA,16.0,4,2400,2,8,12.5,15.0
G.Skill Ripjaws,16.0,4,2800,2,8,12.857,18.0
G.Skill Ripjaws,64.0,4,2800,4,16,12.857,18.0
GeIL Dragon RAM,16.0,4,3466,4,4,9.233,16.0
Panram Ninja-V,8.0,4,3000,2,4,10.667,16.0
Crucial CT2K16G4SFD8213,32.0,4,2133,2,16,14.065,15.0
Crucial CT2K4G4SFS8213,8.0,4,2133,2,4,14.065,15.0
Crucial CT2K8G4SFD8213,16.0,4,2133,2,8,14.065,15.0
G.Skill Trident Z,64.0,4,3400,4,16,9.412,16.0
G.Skill Trident Z,16.0,4,3733,2,8,9.108,17.0
Crucial Ballistix Elite,16.0,3,2133,2,8,10.314,11.0
G.Skill Aegis,64.0,4,2133,4,16,14.065,15.0
G.Skill Ripjaws V,128.0,4,3000,8,16,9.333,14.0
Kingston Savage,16.0,4,2666,2,8,9.752,13.0
Kingston Savage,8.0,4,2666,2,4,9.752,13.0
Kingston Savage,16.0,4,3000,2,8,10.0,15.0
Kingston Savage,8.0,4,3000,2,4,10.0,15.0
Corsair Dominator Platinum,64.0,4,3200,8,8,9.375,15.0
Crucial Ballistix Tactical,16.0,3,2133,2,8,10.314,11.0
G.Skill Trident Z,32.0,4,3333,4,8,9.601,16.0
G.Skill Ripjaws V,64.0,4,3333,4,16,9.601,16.0
G.Skill Trident Z,32.0,4,3466,4,8,9.233,16.0
G.Skill Ripjaws V,32.0,4,3466,4,8,9.233,16.0
TEAMGROUP Vulcan,16.0,4,3000,2,8,10.0,15.0
Avexir ROG Impact,8.0,4,2666,2,4,11.253,15.0
Mushkin Silverline,64.0,4,2133,4,16,14.065,15.0
TEAMGROUP Delta,16.0,4,2400,2,8,12.5,15.0
Avexir ROG Red Tesla,8.0,4,2666,2,4,11.253,15.0
Avexir ROG Red Tesla,16.0,4,2666,2,8,11.253,15.0
Corsair Dominator Platinum,64.0,4,3466,4,16,9.233,16.0
Corsair Vengeance LPX,8.0,4,4266,2,4,8.908,19.0
GeIL Super Luce,16.0,4,3000,2,8,10.0,15.0
GeIL Super Luce,8.0,4,2400,2,4,12.5,15.0
Kingston FURY,32.0,4,2133,4,8,13.127,14.0
Kingston FURY,64.0,4,2133,4,16,13.127,14.0
Kingston FURY,32.0,4,2400,4,8,12.5,15.0
Kingston KCP313NS8/4,4.0,3,1333,1,4,13.503,9.0
Avexir Blitz1.1,16.0,4,3000,2,8,10.667,16.0
Avexir Green Tesla,16.0,4,2666,2,8,11.253,15.0
Patriot Viper Elite,32.0,4,2800,2,16,11.429,16.0
Corsair Vengeance LED,32.0,4,3200,4,8,10.0,16.0
Corsair Vengeance LPX,16.0,4,3733,2,8,9.108,17.0
GALAX HOF,16.0,4,3200,2,8,8.75,14.0
Corsair Dominator Platinum Chrome,32.0,4,3200,2,16,8.75,14.0
Corsair Dominator Platinum Chrome,32.0,4,3200,4,8,8.75,14.0
Patriot Viper 4,8.0,4,2400,1,8,12.5,15.0
G.Skill Trident Z RGB,16.0,4,3466,2,8,9.233,16.0
G.Skill Trident Z,32.0,4,3866,4,8,9.312,18.0
Corsair Vengeance RGB,16.0,4,2666,2,8,12.003,16.0
Kingston Predator,32.0,4,3000,2,16,10.0,15.0
G.Skill Flare X,32.0,4,2133,4,8,14.065,15.0
G.Skill Flare X,32.0,4,2400,4,8,12.5,15.0
G.Skill Flare X,64.0,4,2400,4,16,12.5,15.0
G.Skill Flare X,16.0,4,2400,2,8,13.333,16.0
G.Skill Flare X,32.0,4,2400,2,16,13.333,16.0
TEAMGROUP T-Force Xtreem,8.0,4,3600,2,4,9.444,17.0
Kingston Impact,32.0,4,2400,2,16,11.667,14.0
Kingston Impact,32.0,4,2400,4,8,12.5,15.0
TEAMGROUP Dark,16.0,3,2400,2,8,9.167,11.0
Corsair Vengeance RGB,64.0,4,2666,4,16,12.003,16.0
TEAMGROUP Vulcan,16.0,4,2800,2,8,11.429,16.0
TEAMGROUP Vulcan,32.0,4,3000,2,16,10.667,16.0
Patriot Viper 4,8.0,4,3200,2,4,10.0,16.0
Patriot Viper Elite,8.0,4,2400,2,4,12.5,15.0
Patriot Viper Elite,8.0,4,2666,2,4,11.253,15.0
Patriot Viper Elite,16.0,4,3200,2,8,10.0,16.0
GeIL EVO X AMD Edition,16.0,4,3200,2,8,10.0,16.0
Patriot Viper Elite,16.0,4,2800,2,8,11.429,16.0
Crucial Sport LT,16.0,4,2666,2,8,12.003,16.0
Apacer Commando,16.0,4,2400,2,8,13.333,16.0
Apacer Commando,32.0,4,2666,4,8,12.003,16.0
Crucial Ballistix Tactical,8.0,4,3000,2,4,10.0,15.0
Kingston HX426C13PB3K2/16,16.0,4,2666,2,8,9.752,13.0
TEAMGROUP T-Force Dark,32.0,4,3000,2,16,10.667,16.0
G.Skill Trident Z,16.0,4,4600,2,8,8.261,19.0
Crucial Sport LT,8.0,4,2400,1,8,13.333,16.0
Corsair Vengeance RGB,128.0,4,3000,8,16,10.667,16.0
Corsair Dominator Platinum,16.0,4,3466,2,8,9.233,16.0
TEAMGROUP T-Force Delta RGB,4.0,4,2666,1,4,11.253,15.0
TEAMGROUP T-Force Delta RGB,8.0,4,2400,2,4,12.5,15.0
Corsair Dominator Platinum,32.0,4,2666,2,16,11.253,15.0
Patriot PSD48G2400K,8.0,4,2400,2,4,13.333,16.0
Crucial Ballistix Sport LT,64.0,4,2666,4,16,12.003,16.0
ADATA XPG GAMMIX D10,8.0,4,3000,2,4,10.667,16.0
Corsair Vengeance LPX,16.0,4,3333,2,8,9.601,16.0
Corsair CORSAIR Vengeance RGB 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) Desktop Memory Model CMR64GX4M8Z2933C16,64.0,4,2933,8,8,10.91,16.0
Corsair Vengeance LED,32.0,4,3000,4,8,10.667,16.0
ADATA AX4U2400316G16-DRG,32.0,4,2400,2,16,13.333,16.0
Corsair Vengeance RGB,128.0,4,2933,8,16,10.91,16.0
Avexir Impact ROG,16.0,4,2666,4,4,11.253,15.0
Corsair Dominator Platinum,16.0,4,3600,4,4,10.0,18.0
Corsair Vengeance LPX,64.0,4,2400,4,16,13.333,16.0
Avexir Core,8.0,3,2666,2,4,9.002,12.0
Avexir Blitz 1.1,8.0,3,3200,2,4,8.125,13.0
G.Skill Trident Z RGB,16.0,4,2933,2,8,9.547,14.0
G.Skill Sniper X,16.0,4,3000,2,8,10.667,16.0
G.Skill Sniper X,32.0,4,3000,2,16,10.667,16.0
G.Skill Sniper X,64.0,4,3000,4,16,10.667,16.0
Patriot Viper LED,8.0,4,3000,2,4,10.0,15.0
G.Skill Trident Z,32.0,4,3733,2,16,9.108,17.0
G.Skill Trident Z,32.0,4,3733,4,8,9.108,17.0
G.Skill Flare X,32.0,4,2933,4,8,10.91,16.0
TEAMGROUP T-Force Vulcan,8.0,4,2666,1,8,11.253,15.0
TEAMGROUP T-Force Vulcan,8.0,4,3200,2,4,10.0,16.0
TEAMGROUP T-Force Dark Pro,16.0,4,3200,2,8,10.0,16.0
TEAMGROUP T-Force Dark Pro,8.0,4,3000,2,4,10.0,15.0
G.Skill Trident Z,64.0,4,3300,8,8,9.697,16.0
G.Skill Trident Z,128.0,4,3466,8,16,9.233,16.0
GeIL Super Luce,32.0,4,2133,2,16,14.065,15.0
GeIL SUPER LUCE RGB,16.0,4,2400,2,8,13.333,16.0
Corsair Vengeance LED,16.0,4,3000,2,8,10.667,16.0
TEAMGROUP T-Force Night Hawk RGB,16.0,4,3600,2,8,10.0,18.0
TEAMGROUP T-Force Xtreem,32.0,4,3733,4,8,9.108,17.0
TEAMGROUP T-Force Dark,16.0,4,2400,4,4,11.667,14.0
TEAMGROUP T-Force Dark,16.0,4,3200,4,4,10.0,16.0
TEAMGROUP T-Force Dark,32.0,4,3000,4,8,10.667,16.0
TEAMGROUP T-Force Vulcan,4.0,4,2666,1,4,11.253,15.0
TEAMGROUP T-Force Vulcan,16.0,4,3000,4,4,10.667,16.0
Patriot Signature Line,32.0,4,2133,2,16,14.065,15.0
Patriot Viper LED,16.0,4,2400,2,8,11.667,14.0
Patriot Viper LED,16.0,4,2666,2,8,11.253,15.0
Crucial CT25664BD160BJ,2.0,3,1600,1,2,13.75,11.0
Crucial CT2K16G3S186DM,32.0,3,1866,2,16,13.934,13.0
Patriot Signature Line,4.0,3,1600,1,4,13.75,11.0
Crucial CT8G4WFD8266,8.0,4,2666,1,8,14.254,19.0
Crucial CT8G4WFS824A,8.0,4,2400,1,8,14.167,17.0
Corsair Vengeance LED,32.0,4,3600,2,16,10.0,18.0
Corsair Vengeance LED,32.0,4,3600,4,8,10.0,18.0
Corsair Vengeance LED,16.0,4,3333,2,8,9.601,16.0
G.Skill Sniper X,16.0,4,3400,2,8,9.412,16.0
Crucial Ballistix Tactical Tracer,32.0,4,3000,4,8,10.667,16.0
TEAMGROUP T-Force Xtreem,64.0,4,3600,4,16,8.889,16.0
TEAMGROUP T-Force Xtreem,64.0,4,3733,4,16,9.108,17.0
Kingston KCP424NS6/4,4.0,4,2400,1,4,14.167,17.0
Kingston KCS-UC426/16G,16.0,4,2666,1,16,14.254,19.0
Kingston KTD-PE426/32G,32.0,4,2666,1,32,14.254,19.0
Corsair Vengeance RGB,16.0,4,4266,2,8,8.908,19.0
Corsair Dominator Platinum,16.0,4,4133,2,8,9.194,19.0
Corsair Vengeance LPX,16.0,4,4266,2,8,8.908,19.0
G.Skill Sniper X,32.0,4,3600,4,8,10.556,19.0
G.Skill Ripjaws V,32.0,4,3600,4,8,10.556,19.0
ADATA XPG GAMMIX D10,64.0,4,2400,4,16,13.333,16.0
ADATA XPG GAMMIX D10,8.0,4,2400,2,4,13.333,16.0
ADATA XPG GAMMIX D10,16.0,4,3000,4,4,10.667,16.0
ADATA XPG GAMMIX D10,16.0,4,2666,4,4,12.003,16.0
ADATA XPG GAMMIX D10,64.0,4,3000,4,16,10.667,16.0
Patriot Viper Venom RGB,16.0,4,2666,2,8,11.253,15.0
Corsair Vengeance RGB,16.0,4,2933,2,8,10.91,16.0
Corsair Vengeance RGB Pro,64.0,4,2666,8,8,12.003,16.0
G.Skill Trident Z RGB,16.0,4,3466,2,8,10.387,18.0
Kingston HyperX Predator RGB,32.0,4,2933,4,8,10.228,15.0
Kingston KVR24S17S6/4,4.0,4,2400,1,4,14.167,17.0
Crucial Ballistix Elite,16.0,4,3200,2,8,9.375,15.0
Corsair Dominator Platinum Special Edition,32.0,4,3200,4,8,8.75,14.0
Crucial Ballistix Sport AT,64.0,4,2666,4,16,12.003,16.0
Crucial Ballistix Sport AT,32.0,4,3000,2,16,11.333,17.0
Crucial CT16G4RFD424A,16.0,4,2400,1,16,14.167,17.0
GeIL TUF SUPER LUCE,16.0,4,2666,2,8,14.254,19.0
Corsair Vengeance LED,32.0,4,2933,4,8,10.91,16.0
Corsair Vengeance RGB Pro,64.0,4,3466,4,16,9.233,16.0
Crucial CT4K8G4RFD8266,32.0,4,2666,4,8,14.254,19.0
TEAMGROUP T-Force Xtreem,16.0,4,3600,2,8,10.0,18.0
GeIL EVO FORZA,32.0,4,2400,2,16,13.333,16.0
V-Color SKYWALKER PRISM RGB,16.0,4,3000,2,8,10.0,15.0
Corsair Vengeance RGB Pro,64.0,4,4000,8,8,9.5,19.0
Mushkin Silverline,16.0,4,2400,2,8,14.167,17.0
Crucial Ballistix Tactical Tracer,8.0,4,2666,1,8,12.003,16.0
Crucial CT2K2G4SFS624A,4.0,4,2400,2,2,14.167,17.0
Crucial CT4G4SFS624A,4.0,4,2400,1,4,14.167,17.0
Crucial Ballistix Tactical Tracer,16.0,4,2666,1,16,12.003,16.0
Corsair Vengeance RGB Pro,32.0,4,3733,4,8,9.108,17.0
TEAMGROUP T-Force Vulcan,16.0,4,2400,2,8,12.5,15.0
GeIL SUPER LUCE RGB SYNC,16.0,4,3200,2,8,8.75,14.0
ADATA AD4S2666316G19-D,32.0,4,2666,2,16,14.254,19.0
GeIL SUPER LUCE RGB SYNC,16.0,4,3600,2,8,8.889,16.0
GeIL SUPER LUCE RGB SYNC,16.0,4,4133,2,8,9.194,19.0
TEAMGROUP T-Force Dark,16.0,4,2666,2,8,11.253,15.0
Patriot Viper Steel,16.0,4,3866,2,8,9.312,18.0
Crucial Ballistix Sport LT,32.0,4,3200,4,8,10.0,16.0
Crucial Ballistix Sport AT,64.0,4,3200,4,16,10.0,16.0
Corsair Vengeance LPX,16.0,4,4700,2,8,8.085,19.0
GeIL SUPER LUCE RGB SYNC,32.0,4,3200,2,16,10.0,16.0
Crucial Ballistix Sport LT,64.0,4,3000,4,16,10.0,15.0
Corsair Dominator Platinum RGB,16.0,4,3200,2,8,8.75,14.0
Corsair Dominator Platinum RGB,16.0,4,4266,2,8,8.908,19.0
